data,Somalia,jowhar,hargeysa,buuhoodle,burco,sheikh,caynabo,laas_caanood,owdweyne,ceel_afweyn,xudun,ceerigaabo,laasqoray,bossaso,xamar_weyne,qardho,garowe,burtinle,gaalkacyo,galdogob,hobyo,dhuusamarreeb,cabudwaaq,cadaado,belet_weyne,waaberi,boondheere,marka,afgooye,hodan,wanla_weyn,baidoa,diinsoor,xudur,ceel_barde,waajid,garbahaarey,baardheere,ceel_waaq,doolow,belet_xaawo,luuq,kismayo,afmadow,lughaye,zeylac,dharkenley,daynile,hawl_wadaag,kahda,baki,borama,berbera,gebiley,cabdlcasiis,karaan,shibis,shangaani,wadajir,wardhiigleey,xamar_jabjab,yaaqshiid
Basic primary healthcare,53,29,56,31,60,62,62,61,56,12,33,33,20,44,57,92,30,0,49,80,100,10,12,0,27,42,50,0,39,38,0,77,100,100,50,50,25,100,100,50,75,92,69,89,74,60,59,51,95,21,100,50,50,75,39,50,25,57,58,27,100,83
Vaccinations,48,61,56,50,87,100,88,94,50,100,78,89,53,42,86,92,59,0,55,60,100,40,0,100,10,83,75,86,35,62,67,50,83,11,100,83,75,25,67,50,12,92,54,72,74,80,67,45,81,26,100,50,40,0,61,50,75,71,37,64,67,83
Child healthcare,41,41,60,38,67,75,38,44,56,100,22,33,20,38,43,83,26,0,47,0,67,10,0,0,21,50,0,0,18,31,17,48,8,0,75,67,50,50,100,50,50,92,64,94,79,60,81,41,71,19,88,50,50,75,39,50,0,71,37,27,67,83
Maternal healthcare,34,19,48,31,73,62,75,44,56,100,33,22,7,60,43,83,11,0,40,0,67,10,0,0,18,50,0,0,10,27,17,38,8,100,100,33,25,0,100,50,0,62,56,61,68,40,67,25,52,19,100,50,50,0,28,0,0,29,47,27,33,83
Nutrition counselling / services,29,22,20,31,87,38,50,33,50,25,11,33,0,42,57,75,15,0,44,80,33,0,12,80,16,33,0,0,5,23,17,34,33,100,25,17,50,50,67,100,62,62,41,67,53,60,37,23,48,16,88,50,10,0,22,0,25,43,37,18,67,83
HIV Counselling and testing,5,3,0,0,60,12,12,0,0,0,0,0,0,2,0,17,0,0,32,0,0,0,0,0,2,0,0,0,5,1,0,5,0,0,0,0,0,25,0,50,0,0,4,0,16,0,0,3,0,2,12,10,10,0,11,0,0,14,0,18,0,0
Mental health services,5,14,0,6,27,12,12,0,0,0,0,11,0,0,0,8,0,0,5,0,0,0,0,0,5,0,0,0,0,1,0,6,0,0,0,17,0,0,0,0,0,0,3,28,21,0,4,5,0,4,0,0,10,0,22,0,0,0,5,9,0,0
None,24,14,20,44,7,0,12,6,22,0,11,11,47,21,14,8,30,100,41,20,0,60,75,0,46,8,25,14,51,15,33,9,0,0,0,0,25,0,0,0,12,0,14,6,16,20,0,26,0,50,0,40,30,0,39,50,25,0,16,9,0,17
Do not know,4,23,4,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,14,10,1,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sickness/illness/disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few (1-25%),61.08,50.85,79.17,58.33,63.64,66.67,85.71,86.67,70.59,75,37.5,87.5,90,47.06,85.71,18.18,52.63,100,60.56,0,100,100,28.57,25,69.33,50,33.33,42.86,78.33,57.38,100,64.04,14.29,0,100,80,0,75,0,50,100,42.86,64.05,80,93.33,33.33,47.62,61.26,20,55.78,66.67,62.5,85.71,50,61.11,50,100,42.86,46.15,57.14,0,0
Some (26-50%),18.89,25.42,0,8.33,9.09,0,0,13.33,5.88,0,25,0,10,47.06,14.29,72.73,0,0,29.58,50,0,0,57.14,75,21.33,0,33.33,0,13.33,16.39,0,12.81,28.57,100,0,20,50,0,0,50,0,0,16.99,20,6.67,0,19.05,19.23,33.33,21.77,33.33,37.5,14.29,0,38.89,0,0,0,53.85,14.29,0,100
None,16.21,22.03,20.83,33.33,27.27,33.33,14.29,0,23.53,25,25,0,0,5.88,0,9.09,47.37,0,4.23,0,0,0,0,0,6.67,40,33.33,57.14,1.67,19.67,0,22.02,0,0,0,0,0,25,100,0,0,57.14,18.95,0,0,66.67,33.33,12.36,46.67,16.33,0,0,0,50,0,0,0,57.14,0,14.29,100,0
Many (51-75%),3.42,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,5.63,25,0,0,14.29,0,2.67,10,0,0,3.33,6.56,0,0.9,57.14,0,0,0,50,0,0,0,0,0,0,0,0,0,0,6.59,0,6.12,0,0,0,0,0,50,0,0,0,14.29,0,0
All or almost all (76-100%),0.4,1.69,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3.33,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Injuries/wounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,47.44,11.67,63.16,100,44.44,25,100,81.25,100,100,100,66.67,0,48.48,0,44.44,56.52,33.33,68.06,100,100,11.11,50,0,26.32,40,33.33,71.43,67.65,46.88,40,58.99,0,0,0,0,0,100,100,50,0,100,36,0,93.33,80,60,50,61.11,26.67,14.29,77.78,75,66.67,38.89,0,66.67,50,37.5,50,66.67,0
A few (1-25%),47.2,83.33,36.84,0,55.56,75,0,18.75,0,0,0,33.33,100,48.48,100,33.33,39.13,66.67,31.94,0,0,88.89,50,100,67.11,60,66.67,28.57,32.35,46.88,60,39.75,25,100,33.33,20,100,0,0,50,100,0,54.67,50,6.67,20,20,44.57,22.22,67.37,85.71,11.11,25,33.33,33.33,100,33.33,33.33,43.75,50,33.33,83.33
Some (26-50%),4.92,3.33,0,0,0,0,0,0,0,0,0,0,0,3.03,0,22.22,0,0,0,0,0,0,0,0,5.26,0,0,0,0,6.25,0,1.27,62.5,0,66.67,80,0,0,0,0,0,0,9.33,50,0,0,20,4.89,16.67,4.91,0,11.11,0,0,27.78,0,0,16.67,18.75,0,0,16.67
Many (51-75%),0.29,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0
All or almost all (76-100%),0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0
Disabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few (1-25%),70.49,76.67,85.71,100,70,100,100,100,100,100,57.14,87.5,100,62.5,71.43,44.44,47.83,100,76.25,100,100,100,100,100,71.01,44.44,66.67,28.57,66.67,67.74,100,51.63,36.36,12.5,100,75,100,75,0,100,100,60,82.47,66.67,100,100,42.11,79.52,64.71,74.83,100,77.78,100,0,58.82,100,50,50,71.43,87.5,0,100
None,24.18,15,4.76,0,20,0,0,0,0,0,42.86,12.5,0,31.25,0,55.56,52.17,0,22.5,0,0,0,0,0,18.84,44.44,33.33,71.43,31.82,30.65,0,45.53,0,87.5,0,0,0,25,100,0,0,40,12.34,0,0,0,36.84,14.63,23.53,20.2,0,0,0,100,17.65,0,0,33.33,21.43,0,50,0
Some (26-50%),4.61,8.33,9.52,0,0,0,0,0,0,0,0,0,0,6.25,28.57,0,0,0,0,0,0,0,0,0,10.14,11.11,0,0,1.52,1.61,0,2.4,54.55,0,0,25,0,0,0,0,0,0,5.19,20,0,0,21.05,4.52,11.76,4.64,0,11.11,0,0,23.53,0,50,16.67,0,12.5,50,0
Many (51-75%),0.58,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.22,9.09,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0.8,0,0.33,0,11.11,0,0,0,0,0,0,7.14,0,0,0
All or almost all (76-100%),0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental health issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few (1-25%),51.45,66.67,85.71,100,83.33,100,100,93.33,94.12,75,57.14,80,91.67,43.59,85.71,44.44,40,50,64.71,100,0,100,100,100,65.38,20,75,14.29,45.59,56.92,60,19.08,50,0,50,40,75,75,0,100,87.5,60,47.13,100,100,80,36.36,60.51,50,62.08,100,33.33,90,0,58.82,0,0,57.14,60,87.5,50,100
None,45.55,26.67,4.76,0,16.67,0,0,6.67,5.88,25,42.86,20,8.33,53.85,14.29,33.33,52,50,35.29,0,100,0,0,0,29.49,70,25,85.71,54.41,40,40,79.72,0,100,50,20,25,25,100,0,12.5,40,49.04,0,0,20,63.64,36.08,44.44,35.23,0,50,10,100,17.65,100,100,42.86,33.33,0,50,0
Some (26-50%),2.62,5,9.52,0,0,0,0,0,0,0,0,0,0,2.56,0,22.22,4,0,0,0,0,0,0,0,5.13,10,0,0,0,3.08,0,1.2,50,0,0,40,0,0,0,0,0,0,3.82,0,0,0,0,2.27,5.56,2.35,0,0,0,0,23.53,0,0,0,6.67,12.5,0,0
Many (51-75%),0.33,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.34,0,16.67,0,0,0,0,0,0,0,0,0,0
All or almost all (76-100%),0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"What proportion of MEN living in the site are UNABLE to get adequate healthcare, for example treatment or medicines?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few (1-25%),53.38,42.86,84.21,83.33,9.09,66.67,20,20,42.86,66.67,25,62.5,44.44,35.71,100,25,68.18,100,21.31,50,100,0,33.33,0,77.22,55.56,33.33,14.29,59.32,37.04,100,65.56,12.5,0,100,80,25,75,100,50,85.71,25,56.13,46.15,92.86,25,50,46.88,45,50,33.33,20,80,66.67,20,50,0,100,64.71,42.86,66.67,100
Some (26-50%),22.47,42.86,0,16.67,9.09,0,80,0,14.29,16.67,0,12.5,22.22,35.71,0,50,31.82,0,21.31,25,0,83.33,33.33,100,12.66,22.22,66.67,0,6.78,18.52,0,12.67,50,100,0,20,0,25,0,50,14.29,25,35.48,53.85,7.14,25,37.5,27.6,20,22.89,66.67,10,20,0,40,0,33.33,0,29.41,42.86,0,0
None,13.78,8.93,15.79,0,9.09,16.67,0,0,0,16.67,0,12.5,0,7.14,0,12.5,0,0,16.39,25,0,0,0,0,3.8,22.22,0,85.71,8.47,37.04,0,16.67,0,0,0,0,0,0,0,0,0,50,4.52,0,0,50,12.5,18.1,35,13.73,0,70,0,33.33,20,0,0,0,5.88,0,33.33,0
Many (51-75%),7.47,5.36,0,0,9.09,16.67,0,20,7.14,0,0,0,33.33,21.43,0,12.5,0,0,29.51,0,0,16.67,0,0,6.33,0,0,0,8.47,7.41,0,4.67,37.5,0,0,0,75,0,0,0,0,0,1.29,0,0,0,0,6.82,0,12.68,0,0,0,0,20,50,66.67,0,0,14.29,0,0
All or almost all (76-100%),2.9,0,0,0,63.64,0,0,60,35.71,0,75,12.5,0,0,0,0,0,0,11.48,0,0,0,33.33,0,0,0,0,0,16.95,0,0,0.44,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0.59,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0
"What proportion of WOMEN living in the site are UNABLE to get adequate healthcare, for example treatment or medicines?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few (1-25%),39.42,38.89,25,33.33,23.08,66.67,50,35.29,28.57,60,25,66.67,60,35.48,57.14,12.5,34.78,75,14.29,0,66.67,14.29,0,0,18.42,44.44,0,14.29,19.7,26.42,80,58.99,11.11,0,66.67,20,33.33,33.33,NA,50,66.67,0,44.59,61.54,94.12,25,42.11,31,22.22,40.78,37.5,77.78,33.33,100,28.57,0,33.33,50,33.33,0,66.67,60
Some (26-50%),27.89,14.81,65,22.22,7.69,33.33,0,5.88,28.57,40,0,0,0,22.58,42.86,37.5,47.83,25,24.68,25,0,0,33.33,100,63.16,11.11,0,0,31.82,35.85,20,20.14,33.33,100,33.33,80,0,33.33,NA,50,16.67,16.67,39.86,30.77,5.88,0,31.58,30.09,27.78,20.57,50,22.22,22.22,0,35.71,0,33.33,25,41.67,50,33.33,40
None,12.67,7.41,5,0,7.69,0,0,0,0,0,0,0,0,9.68,0,0,4.35,0,15.58,50,33.33,0,0,0,3.95,22.22,0,85.71,10.61,33.96,0,17.27,0,0,0,0,0,0,NA,0,0,66.67,4.05,0,0,50,15.79,17.33,38.89,9.93,0,0,0,0,14.29,0,0,0,8.33,0,0,0
Many (51-75%),11.73,33.33,5,44.44,7.69,0,50,5.88,7.14,0,0,0,40,32.26,0,50,8.7,0,27.27,25,0,0,0,0,9.21,22.22,66.67,0,6.06,0,0,2.64,33.33,0,0,0,66.67,33.33,NA,0,16.67,16.67,8.78,7.69,0,25,5.26,15.5,11.11,15.25,12.5,0,33.33,0,7.14,0,33.33,25,8.33,37.5,0,0
All or almost all (76-100%),8.29,5.56,0,0,53.85,0,0,52.94,35.71,0,75,33.33,0,0,0,0,4.35,0,18.18,0,0,85.71,66.67,0,5.26,0,33.33,0,31.82,3.77,0,0.96,22.22,0,0,0,0,0,NA,0,0,0,2.7,0,0,0,5.26,6.08,0,13.48,0,0,11.11,0,14.29,100,0,0,8.33,12.5,0,0
What types of health problems are common amongst residents in this site?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,95,96,40,100,93,62,100,100,67,100,78,100,87,96,100,100,100,100,86,100,100,100,100,100,99,100,100,100,89,100,100,99,100,100,100,100,75,100,100,100,100,100,99,100,63,100,100,96,86,92,100,60,10,50,89,100,100,100,100,100,100,100
Fever,93,100,100,100,100,88,100,61,100,100,100,100,100,100,86,100,100,100,99,100,100,100,100,100,92,92,50,86,100,91,67,92,100,44,50,100,100,100,100,100,100,100,99,78,95,100,96,89,76,92,100,100,90,100,78,100,100,86,89,91,100,83
Acute watery diarrhoea / Cholera,69,80,68,81,87,75,88,56,6,100,56,89,80,100,86,67,70,100,78,20,100,100,100,100,68,58,75,43,84,57,67,70,100,11,100,100,75,75,100,50,88,15,61,56,95,60,74,67,76,70,88,60,40,0,50,0,50,71,63,82,100,67
Respiratory problems,40,41,44,44,87,50,88,89,0,0,11,100,7,42,57,42,63,100,62,100,0,70,100,100,60,8,25,14,76,20,17,43,100,89,0,17,50,50,33,100,75,62,24,44,79,0,30,33,24,33,38,20,10,0,22,0,25,29,21,36,0,33
Malnutrition (diagnosed by qualified health or nutrition practitioner),56,36,52,81,93,25,100,22,39,12,22,89,40,25,71,92,44,100,69,60,67,90,100,100,62,25,25,14,72,34,33,67,100,100,0,17,75,50,67,50,75,85,36,50,89,60,56,61,81,43,12,30,0,0,72,0,0,43,53,64,67,83
Gastrointestinal problems,34,39,20,31,93,50,38,22,39,0,67,100,33,38,43,33,15,0,42,20,67,100,88,100,53,17,25,14,43,9,17,25,92,0,0,0,75,0,0,100,62,54,16,0,89,0,26,40,14,40,38,20,0,0,28,50,25,43,11,36,0,83
Injuries/Wounds,20,29,36,0,53,25,0,0,17,12,0,33,67,25,43,17,4,0,15,0,0,60,38,40,42,0,25,14,11,5,33,16,92,0,0,50,75,0,0,0,62,0,40,44,11,0,30,16,5,16,12,10,10,0,6,0,0,0,16,0,33,50
Measles,35,57,24,12,47,25,0,44,0,50,22,22,13,23,57,67,7,75,32,0,67,90,38,60,49,17,50,29,18,12,50,27,42,0,0,17,75,75,67,0,0,15,58,56,0,20,37,37,29,47,0,30,0,0,0,0,0,43,26,64,100,50
No health issues,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0
Do not know,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"What proportion of women given birth while attended by unskilled personnel (untrained midwives, staff with no health working experience) or no help at all?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few (1-25%),46.59,57.14,47.37,15.38,10,40,0,25,41.67,33.33,0,60,21.43,41.38,83.33,33.33,59.09,25,13.7,0,NA,0,0,25,43.48,50,50,28.57,18.46,36.07,100,55.69,12.5,100,50,33.33,0,66.67,100,100,83.33,50,63.82,73.33,37.5,66.67,39.13,45.29,40,51.81,33.33,0,42.86,0,26.67,0,0,57.14,52.94,37.5,33.33,80
Some (26-50%),21.26,26.98,26.32,15.38,20,60,50,8.33,8.33,16.67,0,20,0,17.24,0,55.56,36.36,50,26.03,0,NA,28.57,14.29,50,42.03,16.67,50,14.29,32.31,37.7,0,18.25,0,0,50,66.67,25,0,0,0,16.67,0,21.71,26.67,6.25,0,21.74,16.76,40,14.13,66.67,28.57,14.29,0,46.67,50,66.67,14.29,41.18,37.5,0,20
Many (51-75%),12.54,4.76,5.26,61.54,10,0,50,33.33,16.67,16.67,0,0,21.43,41.38,16.67,11.11,4.55,0,34.25,0,NA,42.86,57.14,25,7.25,16.67,0,0,7.69,3.28,0,10.43,12.5,0,0,0,75,0,0,0,0,33.33,3.95,0,18.75,33.33,21.74,17.94,6.67,9.06,0,0,0,0,0,50,33.33,14.29,0,25,0,0
None,11.04,11.11,21.05,0,0,0,0,0,16.67,16.67,0,20,0,0,0,0,0,25,13.7,0,NA,0,0,0,4.35,16.67,0,57.14,7.69,16.39,0,15.17,0,0,0,0,0,33.33,0,0,0,16.67,9.87,0,6.25,0,13.04,12.35,13.33,7.25,0,71.43,28.57,100,13.33,0,0,14.29,5.88,0,66.67,0
All or almost all (76-100%),8.57,0,0,7.69,60,0,0,33.33,16.67,16.67,100,0,57.14,0,0,0,0,0,12.33,100,NA,28.57,28.57,0,2.9,0,0,0,33.85,6.56,0,0.47,75,0,0,0,0,0,0,0,0,0,0.66,0,31.25,0,4.35,7.65,0,17.75,0,0,14.29,0,13.33,0,0,0,0,0,0,0
How long does it take for MOST residents of the site to walk to their nearest healthcare facility (Healthcare Facility refers to a facility or clinic offering at least basic primary healthcare services )?  (TRAVEL ONE WAY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Between 15 and 30 minutes,32.94,42.11,9.09,42.86,14.29,50,60,25,33.33,37.5,0,0,0,56.52,33.33,50,13.33,NA,9.62,50,0,33.33,0,0,30.67,50,50,20,12,20,40,33.42,77.78,100,50,100,50,33.33,0,50,33.33,30,53.62,35.71,23.08,33.33,40.91,32.52,70.59,21.03,20,0,0,33.33,33.33,0,100,80,83.33,50,100,100
Between 30minutes and one hour,27.83,26.32,27.27,0,42.86,50,0,0,0,0,0,0,0,17.39,0,12.5,0,NA,17.31,25,100,66.67,0,40,44,0,0,60,40,41.67,20,38.33,0,0,25,0,0,66.67,100,0,16.67,30,12.32,28.57,15.38,0,4.55,27.3,23.53,28.97,0,20,0,0,33.33,0,0,0,16.67,50,0,0
Less than 15 minutes,20.41,22.81,27.27,14.29,14.29,0,0,50,33.33,0,100,66.67,0,21.74,66.67,37.5,86.67,NA,17.31,25,0,0,0,20,4,50,50,20,8,30,0,15.97,22.22,0,0,0,0,0,0,50,50,0,27.54,0,7.69,33.33,31.82,16.56,5.88,31.35,0,20,28.57,66.67,33.33,0,0,20,0,0,0,0
More than one hour,18.82,8.77,36.36,42.86,28.57,0,40,25,33.33,62.5,0,33.33,100,4.35,0,0,0,NA,55.77,0,0,0,100,40,21.33,0,0,0,40,8.33,40,12.29,0,0,25,0,50,0,0,0,0,40,6.52,35.71,53.85,33.33,22.73,23.62,0,18.65,80,60,71.43,0,0,100,0,0,0,0,0,0
"What difficulties, if any, do people in the settlement most commonly encounter when attempting to access health services or treatment?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No problem,11,13,0,0,0,29,14,15,0,0,25,0,0,7,0,55,20,NA,10,0,0,0,0,0,19,18,0,0,25,9,33,6,0,44,50,0,33,25,33,0,0,46,17,6,0,0,7,7,5,15,38,43,0,25,9,0,0,0,0,0,0,0
Cost of services and/or medicine is too high,54,45,72,33,80,43,57,0,47,88,25,60,0,67,50,0,70,NA,17,25,33,100,100,100,49,55,33,17,15,51,67,71,50,0,50,17,33,75,0,50,57,15,57,67,6,25,63,51,65,56,0,0,12,50,45,0,100,71,56,67,67,17
No access to qualified health staff at the health facility,30,30,8,22,40,14,43,46,47,25,0,80,33,49,50,0,10,NA,7,50,67,67,100,100,23,27,67,33,5,18,17,39,83,0,25,50,33,50,33,50,71,0,38,39,25,25,37,21,55,22,25,0,62,25,18,0,100,43,50,67,67,83
Problems with civil documents,12,6,8,0,10,0,0,15,0,0,0,40,33,12,50,0,5,NA,0,0,33,0,100,20,3,0,33,0,0,1,0,22,0,0,0,17,0,0,0,0,0,15,8,6,6,0,15,10,35,13,0,0,0,0,9,0,0,29,17,22,0,83
Public health clinic does not provide referral,20,7,8,11,40,0,14,8,27,0,0,60,33,37,75,0,15,NA,2,0,0,0,100,60,23,9,33,0,6,12,17,29,67,0,0,33,0,0,67,50,43,8,23,17,25,25,22,15,60,13,0,14,0,0,27,0,100,29,28,11,67,33
Public health clinic not open,22,10,28,44,20,14,14,15,33,50,25,20,0,56,75,9,15,NA,34,0,33,33,0,60,24,9,0,50,20,6,0,22,25,0,0,17,33,0,67,0,14,0,9,0,19,25,37,27,0,24,0,14,50,0,0,0,0,14,44,44,33,67
The treatment center is too far away/Transportation constraints,46,25,64,33,80,14,57,8,47,75,25,60,0,44,25,18,10,NA,66,25,100,67,100,80,56,18,33,83,35,21,0,66,92,0,0,100,33,50,67,50,29,46,34,56,62,25,33,53,25,26,62,14,38,0,36,0,0,14,28,22,33,33
Medical staff refuse treatment without any excuse,7,4,0,11,30,0,0,0,0,0,0,20,0,7,25,0,10,NA,0,0,0,0,0,40,2,0,33,0,3,3,0,12,0,0,0,17,0,0,33,0,0,15,7,28,0,0,0,5,25,4,25,0,0,0,9,0,100,29,0,22,67,0
No medicine available at health facility/pharmacy,12,4,12,22,10,0,14,31,20,0,0,20,33,26,50,0,0,NA,9,75,33,67,0,40,8,9,0,0,6,9,33,12,58,0,0,0,0,25,67,0,29,0,18,22,56,0,7,9,15,7,25,0,38,0,36,0,0,14,6,22,33,17
No treatment available for the disease at the health facility,13,10,4,33,10,0,14,23,27,0,0,60,67,9,25,0,5,NA,16,0,0,67,0,40,12,0,33,0,18,16,17,12,0,0,0,17,0,25,0,0,14,0,12,39,12,25,19,13,5,12,0,0,50,0,18,0,100,14,11,44,33,17
Health services not inclusive of people with disabilities,9,3,20,22,30,0,14,31,40,12,0,60,100,7,50,0,0,NA,0,0,0,67,0,0,18,0,67,0,0,7,0,5,17,0,0,50,33,0,0,0,14,0,5,39,0,0,11,7,15,8,0,0,62,50,27,0,0,29,17,33,33,0
Do not know,6,24,0,0,0,0,14,0,0,0,0,0,0,2,0,45,5,NA,0,0,0,0,0,0,13,0,0,17,14,13,0,1,0,56,0,0,0,0,0,0,0,8,3,0,0,25,4,5,0,8,38,0,0,0,18,50,0,0,0,0,0,0
Other,1,0,0,0,0,0,43,0,0,0,25,0,0,0,0,27,0,NA,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,29,12,0,0,50,0,0,0,0,0,0
"In this site, have you ever seen residents with the following:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUAC tape,32,55,40,75,73,75,38,56,72,100,22,100,27,73,43,100,74,50,86,100,100,0,62,80,7,25,0,0,6,19,0,20,100,100,0,100,0,75,33,100,62,85,54,83,100,80,19,26,33,6,88,10,80,0,17,50,0,14,21,0,0,83
"Ready-to-Use Therapeutic Food and Supplementary Food (RUTF & RUSF) (example: Plumput'Nut, Plumpy'Sup)",58,83,80,75,80,88,100,89,78,100,78,100,80,100,86,100,93,75,92,100,100,10,50,100,25,67,25,71,38,32,50,55,100,100,100,100,75,100,100,100,62,69,90,83,100,100,63,57,76,21,88,70,90,50,28,0,75,57,58,55,67,83
Super Cereal Plus,41,49,64,50,80,88,38,89,72,100,67,11,20,98,71,92,52,25,73,100,67,40,0,80,7,50,0,0,41,26,0,29,58,33,0,50,25,75,33,100,62,46,71,78,74,0,44,45,62,21,88,60,10,0,22,100,25,29,16,27,67,83
Therapeutic milk products (F75 or F100),37,72,68,44,73,88,100,89,72,100,22,22,27,94,43,100,81,75,80,100,67,10,12,80,2,67,25,0,23,20,33,30,8,33,25,50,50,25,0,100,12,46,52,72,100,20,33,30,62,13,75,30,50,75,17,50,25,57,26,36,33,83
None,30,12,16,25,13,12,0,11,17,0,22,0,20,0,14,0,4,25,0,0,0,60,38,0,68,17,75,29,38,51,33,30,0,0,0,0,0,0,0,0,38,0,4,0,0,0,15,28,14,61,12,30,10,25,67,0,0,43,42,45,0,17
Do not know,8,4,4,19,0,0,0,0,0,0,11,0,0,0,14,0,4,0,0,0,0,20,0,0,13,8,0,0,11,23,17,10,0,0,0,0,0,0,0,0,0,0,3,11,0,0,7,6,0,14,0,0,0,0,6,0,25,0,5,18,33,0
What proprtion of children in the site resemble the malnourished child in he photo? (Show standard photo of malnourished child from UNICEF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few (1-25%),51.91,49.15,38.1,28.57,11.11,66.67,20,43.75,23.08,100,40,100,53.85,47.06,100,50,60,25,45.71,50,100,0,16.67,50,60.49,50,0,40,45.61,37.5,100,64.04,11.11,44.44,100,50,0,100,66.67,50,60,80,75.78,21.43,94.44,66.67,52.17,43.24,35.71,41.01,37.5,77.78,75,75,0,0,0,40,52.94,42.86,66.67,50
