"data","Somalia","jowhar","hargeysa","buuhoodle","burco","sheikh","caynabo","laas_caanood","owdweyne","ceel_afweyn","xudun","ceerigaabo","laasqoray","bossaso","xamar_weyne","qardho","garowe","burtinle","gaalkacyo","galdogob","hobyo","dhuusamarreeb","cabudwaaq","cadaado","belet_weyne","waaberi","boondheere","marka","afgooye","hodan","wanla_weyn","baidoa","diinsoor","xudur","ceel_barde","waajid","garbahaarey","baardheere","ceel_waaq","doolow","belet_xaawo","luuq","kismayo","afmadow","lughaye","zeylac","dharkenley","daynile","hawl_wadaag","kahda","baki","borama","berbera","gebiley","cabdlcasiis","karaan","shibis","shangaani","wadajir","wardhiigleey","xamar_jabjab","yaaqshiid"
"Some (26-50%)","17.56","34.78","0","12.5","6.67","0","50","0","11.11","12.5","0","11.11","13.33","20.83","0","33.33","25.93","0","14.77","20","0","50","25","80","10.87","16.67","50","0","5.06","13.51","0","9.68","33.33","100","0","16.67","0","25","0","50","12.5","7.69","30.22","38.89","5.26","20","33.33","21.43","19.05","18.79","50","10","10","0","33.33","0","25","0","26.32","27.27","0","0"
"None","10.77","7.25","12","0","6.67","12.5","0","0","0","12.5","0","11.11","0","4.17","0","8.33","0","0","11.36","20","0","0","0","0","3.26","16.67","0","85.71","6.33","27.03","0","12.73","0","0","0","0","0","0","0","0","0","15.38","3.85","0","0","40","11.11","14.06","33.33","11.27","0","70","0","25","16.67","0","0","0","5.26","0","33.33","0"
"Many (51-75%)","5.84","4.35","0","0","6.67","12.5","0","16.67","5.56","0","0","0","20","12.5","0","8.33","0","0","20.45","0","0","10","0","0","5.43","0","0","0","6.33","5.41","0","3.57","25","0","0","0","75","0","0","0","0","0","1.1","0","0","0","0","5.3","0","10.4","0","0","0","0","16.67","50","50","0","0","9.09","0","0"
"All or almost all (76-100%)","2.26","0","0","0","46.67","0","0","50","27.78","0","66.67","11.11","0","0","0","0","0","0","7.95","0","0","0","25","0","0","0","0","0","12.66","0","0","0.34","0","0","0","0","0","0","0","0","0","0","2.2","0","0","0","0","0.46","0","0.58","0","0","0","0","0","0","0","0","0","0","0","0"
"What proportion of WOMEN living in the site are UNABLE to get adequate healthcare, for example treatment or medicines?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A few (1-25%)","30.02","30.43","20","18.75","20","25","25","33.33","22.22","37.5","22.22","22.22","20","22.92","57.14","8.33","29.63","75","12.5","0","66.67","10","0","0","15.22","33.33","0","14.29","16.46","18.92","66.67","41.77","8.33","0","50","16.67","25","25","0","50","50","0","36.26","44.44","84.21","20","29.63","23.45","19.05","33.24","37.5","70","30","75","22.22","0","25","28.57","21.05","0","66.67","50"
"NC","23.83","21.74","20","43.75","13.33","62.5","50","5.56","22.22","37.5","11.11","66.67","66.67","35.42","0","33.33","14.81","0","12.5","20","0","30","25","60","17.39","25","25","0","16.46","28.38","16.67","29.2","25","0","25","16.67","25","25","100","0","25","53.85","18.68","27.78","10.53","20","29.63","24.37","14.29","18.5","0","10","10","25","22.22","50","25","42.86","36.84","27.27","0","16.67"
"Some (26-50%)","21.25","11.59","52","12.5","6.67","12.5","0","5.56","22.22","25","0","0","0","14.58","42.86","25","40.74","25","21.59","20","0","0","25","40","52.17","8.33","0","0","26.58","25.68","16.67","14.26","25","100","25","66.67","0","25","0","50","12.5","7.69","32.42","22.22","5.26","0","22.22","22.76","23.81","16.76","50","20","20","0","27.78","0","25","14.29","26.32","36.36","33.33","33.33"
"None","9.65","5.8","4","0","6.67","0","0","0","0","0","0","0","0","6.25","0","0","3.7","0","13.64","40","33.33","0","0","0","3.26","16.67","0","85.71","8.86","24.32","0","12.22","0","0","0","0","0","0","0","0","0","30.77","3.3","0","0","40","11.11","13.1","33.33","8.09","0","0","0","0","11.11","0","0","0","5.26","0","0","0"
"Many (51-75%)","8.94","26.09","4","25","6.67","0","25","5.56","5.56","0","0","0","13.33","20.83","0","33.33","7.41","0","23.86","20","0","0","0","0","7.61","16.67","50","0","5.06","0","0","1.87","25","0","0","0","50","25","0","0","12.5","7.69","7.14","5.56","0","20","3.7","11.72","9.52","12.43","12.5","0","30","0","5.56","0","25","14.29","5.26","27.27","0","0"
"All or almost all (76-100%)","6.31","4.35","0","0","46.67","0","0","50","27.78","0","66.67","11.11","0","0","0","0","3.7","0","15.91","0","0","60","50","0","4.35","0","25","0","26.58","2.7","0","0.68","16.67","0","0","0","0","0","0","0","0","0","2.2","0","0","0","3.7","4.6","0","10.98","0","0","10","0","11.11","50","0","0","5.26","9.09","0","0"
"What types of health problems are common amongst residents in this site?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Malaria","95","96","40","100","93","62","100","100","67","100","78","100","87","96","100","100","100","100","86","100","100","100","100","100","99","100","100","100","89","100","100","99","100","100","100","100","75","100","100","100","100","100","99","100","63","100","100","96","86","92","100","60","10","50","89","100","100","100","100","100","100","100"
"Fever","93","100","100","100","100","88","100","61","100","100","100","100","100","100","86","100","100","100","99","100","100","100","100","100","92","92","50","86","100","91","67","92","100","44","50","100","100","100","100","100","100","100","99","78","95","100","96","89","76","92","100","100","90","100","78","100","100","86","89","91","100","83"
"Acute watery diarrhoea / Cholera","69","80","68","81","87","75","88","56","6","100","56","89","80","100","86","67","70","100","78","20","100","100","100","100","68","58","75","43","84","57","67","70","100","11","100","100","75","75","100","50","88","15","61","56","95","60","74","67","76","70","88","60","40","0","50","0","50","71","63","82","100","67"
"Respiratory problems","40","41","44","44","87","50","88","89","0","0","11","100","7","42","57","42","63","100","62","100","0","70","100","100","60","8","25","14","76","20","17","43","100","89","0","17","50","50","33","100","75","62","24","44","79","0","30","33","24","33","38","20","10","0","22","0","25","29","21","36","0","33"
"Malnutrition (diagnosed by qualified health or nutrition practitioner)","56","36","52","81","93","25","100","22","39","12","22","89","40","25","71","92","44","100","69","60","67","90","100","100","62","25","25","14","72","34","33","67","100","100","0","17","75","50","67","50","75","85","36","50","89","60","56","61","81","43","12","30","0","0","72","0","0","43","53","64","67","83"
"Gastrointestinal problems","34","39","20","31","93","50","38","22","39","0","67","100","33","38","43","33","15","0","42","20","67","100","88","100","53","17","25","14","43","9","17","25","92","0","0","0","75","0","0","100","62","54","16","0","89","0","26","40","14","40","38","20","0","0","28","50","25","43","11","36","0","83"
"Injuries/Wounds","20","29","36","0","53","25","0","0","17","12","0","33","67","25","43","17","4","0","15","0","0","60","38","40","42","0","25","14","11","5","33","16","92","0","0","50","75","0","0","0","62","0","40","44","11","0","30","16","5","16","12","10","10","0","6","0","0","0","16","0","33","50"
"Measles","35","57","24","12","47","25","0","44","0","50","22","22","13","23","57","67","7","75","32","0","67","90","38","60","49","17","50","29","18","12","50","27","42","0","0","17","75","75","67","0","0","15","58","56","0","20","37","37","29","47","0","30","0","0","0","0","0","43","26","64","100","50"
"No health issues","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","1","0","0","10","0","0","0","0","0","0","0","0","0"
"Do not know","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Other","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What proportion of women given birth while attended by unskilled personnel (untrained midwives, staff with no health working experience) or no help at all?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A few (1-25%)","35.9","52.17","37.5","12.5","6.67","25","0","16.67","27.78","25","0","33.33","20","25","71.43","25","48.15","25","11.36","0","0","0","0","20","32.61","25","25","28.57","15.19","29.73","66.67","39.9","8.33","88.89","50","16.67","0","50","33.33","100","62.5","23.08","53.3","61.11","31.58","40","33.33","35.57","28.57","41.33","25","0","30","0","22.22","0","0","57.14","47.37","27.27","33.33","66.67"
"NC","22.94","8.7","20.83","18.75","33.33","37.5","50","33.33","33.33","25","33.33","44.44","6.67","39.58","14.29","25","18.52","0","17.05","20","100","30","12.5","20","25","50","50","0","17.72","17.57","33.33","28.35","33.33","11.11","0","50","0","25","66.67","0","25","53.85","16.48","16.67","15.79","40","14.81","21.48","28.57","20.23","25","30","30","25","16.67","0","25","0","10.53","27.27","0","16.67"
"Some (26-50%)","16.38","24.64","20.83","12.5","13.33","37.5","25","5.56","5.56","12.5","0","11.11","0","10.42","0","41.67","29.63","50","21.59","0","0","20","12.5","40","31.52","8.33","25","14.29","26.58","31.08","0","13.07","0","0","50","33.33","25","0","0","0","12.5","0","18.13","22.22","5.26","0","18.52","13.16","28.57","11.27","50","20","10","0","38.89","50","50","14.29","36.84","27.27","0","16.67"
"Many (51-75%)","9.66","4.35","4.17","50","6.67","0","25","22.22","11.11","12.5","0","0","20","25","14.29","8.33","3.7","0","28.41","0","0","30","50","20","5.43","8.33","0","0","6.33","2.7","0","7.47","8.33","0","0","0","75","0","0","0","0","15.38","3.3","0","15.79","20","18.52","14.09","4.76","7.23","0","0","0","0","0","50","25","14.29","0","18.18","0","0"
"None","8.51","10.14","16.67","0","0","0","0","0","11.11","12.5","0","11.11","0","0","0","0","0","25","11.36","0","0","0","0","0","3.26","8.33","0","57.14","6.33","13.51","0","10.87","0","0","0","0","0","25","0","0","0","7.69","8.24","0","5.26","0","11.11","9.7","9.52","5.78","0","50","20","75","11.11","0","0","14.29","5.26","0","66.67","0"
"All or almost all (76-100%)","6.6","0","0","6.25","40","0","0","22.22","11.11","12.5","66.67","0","53.33","0","0","0","0","0","10.23","80","0","20","25","0","2.17","0","0","0","27.85","5.41","0","0.34","50","0","0","0","0","0","0","0","0","0","0.55","0","26.32","0","3.7","6","0","14.16","0","0","10","0","11.11","0","0","0","0","0","0","0"
"How long does it take for MOST residents of the site to walk to their nearest healthcare facility (Healthcare Facility refers to a facility or clinic offering at least basic primary healthcare services )?  (TRAVEL ONE WAY)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Between 15 and 30 minutes","25.88","36.36","8","33.33","10","14.29","42.86","23.08","26.67","37.5","0","0","0","30.23","25","36.36","10",NA,"8.62","50","0","33.33","0","0","25.56","36.36","33.33","16.67","9.23","17.65","33.33","24.55","58.33","88.89","50","83.33","33.33","25","0","50","28.57","23.08","44.05","27.78","18.75","25","33.33","26.43","60","16.72","12.5","0","0","25","27.27","0","100","57.14","55.56","33.33","66.67","100"
"Between 30minutes and one hour","21.87","22.73","24","0","30","14.29","0","0","0","0","0","0","0","9.3","0","9.09","0",NA,"15.52","25","66.67","66.67","0","40","36.67","0","0","50","30.77","36.76","16.67","28.16","0","0","25","0","0","50","33.33","0","14.29","23.08","10.12","22.22","12.5","0","3.7","22.19","20","23.03","0","14.29","0","0","27.27","0","0","0","11.11","33.33","0","0"
"NC","21.43","13.64","12","22.22","30","71.43","28.57","7.69","20","0","75","40","0","46.51","25","27.27","25",NA,"10.34","0","33.33","0","0","0","16.67","27.27","33.33","16.67","23.08","11.76","16.67","26.53","25","11.11","0","16.67","33.33","25","66.67","0","14.29","23.08","17.86","22.22","18.75","25","18.52","18.7","15","20.5","37.5","28.57","12.5","25","18.18","50","0","28.57","33.33","33.33","33.33","0"
"Less than 15 minutes","16.04","19.7","24","11.11","10","0","0","46.15","26.67","0","25","40","0","11.63","50","27.27","65",NA,"15.52","25","0","0","0","20","3.33","36.36","33.33","16.67","6.15","26.47","0","11.73","16.67","0","0","0","0","0","0","50","42.86","0","22.62","0","6.25","25","25.93","13.47","5","24.92","0","14.29","25","50","27.27","0","0","14.29","0","0","0","0"
"More than one hour","14.79","7.58","32","33.33","20","0","28.57","23.08","26.67","62.5","0","20","100","2.33","0","0","0",NA,"50","0","0","0","100","40","17.78","0","0","0","30.77","7.35","33.33","9.03","0","0","25","0","33.33","0","0","0","0","30.77","5.36","27.78","43.75","25","18.52","19.2","0","14.83","50","42.86","62.5","0","0","50","0","0","0","0","0","0"
"What difficulties, if any, do people in the settlement most commonly encounter when attempting to access health services or treatment?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No problem","11","13","0","0","0","29","14","15","0","0","25","0","0","7","0","55","20",NA,"10","0","0","0","0","0","19","18","0","0","25","9","33","6","0","44","50","0","33","25","33","0","0","46","17","6","0","0","7","7","5","15","38","43","0","25","9","0","0","0","0","0","0","0"
"Cost of services and/or medicine is too high","54","45","72","33","80","43","57","0","47","88","25","60","0","67","50","0","70",NA,"17","25","33","100","100","100","49","55","33","17","15","51","67","71","50","0","50","17","33","75","0","50","57","15","57","67","6","25","63","51","65","56","0","0","12","50","45","0","100","71","56","67","67","17"
"No access to qualified health staff at the health facility","30","30","8","22","40","14","43","46","47","25","0","80","33","49","50","0","10",NA,"7","50","67","67","100","100","23","27","67","33","5","18","17","39","83","0","25","50","33","50","33","50","71","0","38","39","25","25","37","21","55","22","25","0","62","25","18","0","100","43","50","67","67","83"
"Problems with civil documents","12","6","8","0","10","0","0","15","0","0","0","40","33","12","50","0","5",NA,"0","0","33","0","100","20","3","0","33","0","0","1","0","22","0","0","0","17","0","0","0","0","0","15","8","6","6","0","15","10","35","13","0","0","0","0","9","0","0","29","17","22","0","83"
"Public health clinic does not provide referral","20","7","8","11","40","0","14","8","27","0","0","60","33","37","75","0","15",NA,"2","0","0","0","100","60","23","9","33","0","6","12","17","29","67","0","0","33","0","0","67","50","43","8","23","17","25","25","22","15","60","13","0","14","0","0","27","0","100","29","28","11","67","33"
"Public health clinic not open","22","10","28","44","20","14","14","15","33","50","25","20","0","56","75","9","15",NA,"34","0","33","33","0","60","24","9","0","50","20","6","0","22","25","0","0","17","33","0","67","0","14","0","9","0","19","25","37","27","0","24","0","14","50","0","0","0","0","14","44","44","33","67"
"The treatment center is too far away/Transportation constraints","46","25","64","33","80","14","57","8","47","75","25","60","0","44","25","18","10",NA,"66","25","100","67","100","80","56","18","33","83","35","21","0","66","92","0","0","100","33","50","67","50","29","46","34","56","62","25","33","53","25","26","62","14","38","0","36","0","0","14","28","22","33","33"
"Medical staff refuse treatment without any excuse","7","4","0","11","30","0","0","0","0","0","0","20","0","7","25","0","10",NA,"0","0","0","0","0","40","2","0","33","0","3","3","0","12","0","0","0","17","0","0","33","0","0","15","7","28","0","0","0","5","25","4","25","0","0","0","9","0","100","29","0","22","67","0"
"No medicine available at health facility/pharmacy","12","4","12","22","10","0","14","31","20","0","0","20","33","26","50","0","0",NA,"9","75","33","67","0","40","8","9","0","0","6","9","33","12","58","0","0","0","0","25","67","0","29","0","18","22","56","0","7","9","15","7","25","0","38","0","36","0","0","14","6","22","33","17"
"No treatment available for the disease at the health facility","13","10","4","33","10","0","14","23","27","0","0","60","67","9","25","0","5",NA,"16","0","0","67","0","40","12","0","33","0","18","16","17","12","0","0","0","17","0","25","0","0","14","0","12","39","12","25","19","13","5","12","0","0","50","0","18","0","100","14","11","44","33","17"
"Health services not inclusive of people with disabilities","9","3","20","22","30","0","14","31","40","12","0","60","100","7","50","0","0",NA,"0","0","0","67","0","0","18","0","67","0","0","7","0","5","17","0","0","50","33","0","0","0","14","0","5","39","0","0","11","7","15","8","0","0","62","50","27","0","0","29","17","33","33","0"
"Do not know","6","24","0","0","0","0","14","0","0","0","0","0","0","2","0","45","5",NA,"0","0","0","0","0","0","13","0","0","17","14","13","0","1","0","56","0","0","0","0","0","0","0","8","3","0","0","25","4","5","0","8","38","0","0","0","18","50","0","0","0","0","0","0"
"Other","1","0","0","0","0","0","43","0","0","0","25","0","0","0","0","27","0",NA,"0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","2","0","0","0","29","12","0","0","50","0","0","0","0","0","0"
"In this site, have you ever seen residents with the following:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUAC tape","32","55","40","75","73","75","38","56","72","100","22","100","27","73","43","100","74","50","86","100","100","0","62","80","7","25","0","0","6","19","0","20","100","100","0","100","0","75","33","100","62","85","54","83","100","80","19","26","33","6","88","10","80","0","17","50","0","14","21","0","0","83"
"Ready-to-Use Therapeutic Food and Supplementary Food (RUTF & RUSF) (example: Plumput'Nut, Plumpy'Sup)","58","83","80","75","80","88","100","89","78","100","78","100","80","100","86","100","93","75","92","100","100","10","50","100","25","67","25","71","38","32","50","55","100","100","100","100","75","100","100","100","62","69","90","83","100","100","63","57","76","21","88","70","90","50","28","0","75","57","58","55","67","83"
